Percentage served,Time in ms
0,17.816
1,28.880
2,31.091
3,31.316
4,31.391
5,31.430
6,31.459
7,31.475
8,31.490
9,31.503
10,31.514
11,31.526
12,31.535
13,31.545
14,31.553
15,31.565
16,31.586
17,31.602
18,31.614
19,31.630
20,31.652
21,31.675
22,31.696
23,31.712
24,31.725
25,31.734
26,31.743
27,31.751
28,31.761
29,31.769
30,31.780
31,31.790
32,31.799
33,31.809
34,31.822
35,31.838
36,31.858
37,31.881
38,31.899
39,31.917
40,31.939
41,31.955
42,31.974
43,32.009
44,32.068
45,32.104
46,32.157
47,32.205
48,32.272
49,32.343
50,32.381
51,32.457
52,32.565
53,32.630
54,32.703
55,32.753
56,32.803
57,32.853
58,32.915
59,33.056
60,33.245
61,33.469
62,33.755
63,33.942
64,34.229
65,34.389
66,34.522
67,34.726
68,35.019
69,35.234
70,35.916
71,36.855
72,37.543
73,38.110
74,40.623
75,41.545
76,44.105
77,46.344
78,49.363
79,51.092
80,69.829
81,228.852
82,233.122
83,732.057
84,735.574
85,735.824
86,735.920
87,735.990
88,736.395
89,737.504
90,738.423
91,754.586
92,8052.829
93,8079.784
94,8112.669
95,9027.469
96,9087.231
97,10928.947
98,10957.671
99,13557.554
100,13589.201
