Percentage served,Time in ms
0,17.786
1,26.168
2,29.234
3,30.608
4,31.431
5,31.510
6,31.539
7,31.552
8,31.562
9,31.573
10,31.582
11,31.591
12,31.601
13,31.610
14,31.621
15,31.631
16,31.640
17,31.651
18,31.664
19,31.681
20,31.692
21,31.707
22,31.718
23,31.731
24,31.745
25,31.763
26,31.781
27,31.800
28,31.819
29,31.830
30,31.838
31,31.846
32,31.853
33,31.859
34,31.866
35,31.872
36,31.881
37,31.891
38,31.903
39,31.916
40,31.933
41,31.950
42,31.964
43,31.977
44,32.003
45,32.023
46,32.065
47,32.093
48,32.127
49,32.153
50,32.172
51,32.189
52,32.202
53,32.214
54,32.225
55,32.238
56,32.265
57,32.306
58,32.405
59,32.459
60,32.520
61,32.655
62,32.725
63,32.814
64,32.871
65,32.904
66,32.939
67,32.968
68,33.021
69,33.101
70,33.327
71,33.537
72,33.767
73,34.158
74,34.461
75,34.727
76,34.965
77,35.509
78,37.116
79,38.344
80,40.736
81,42.053
82,44.339
83,45.968
84,49.939
85,51.159
86,66.065
87,121.316
88,124.706
89,227.895
90,733.215
91,736.129
92,737.172
93,737.595
94,738.465
95,738.739
96,740.222
97,742.954
98,748.314
99,13680.017
100,13721.903
