Percentage served,Time in ms
0,24.692
1,31.057
2,31.177
3,31.204
4,31.224
5,31.238
6,31.251
7,31.262
8,31.273
9,31.288
10,31.307
11,31.321
12,31.338
13,31.359
14,31.392
15,31.418
16,31.440
17,31.458
18,31.469
19,31.480
20,31.488
21,31.496
22,31.504
23,31.514
24,31.525
25,31.533
26,31.540
27,31.549
28,31.558
29,31.567
30,31.581
31,31.594
32,31.605
33,31.624
34,31.649
35,31.679
36,31.698
37,31.716
38,31.727
39,31.741
40,31.753
41,31.762
42,31.773
43,31.787
44,31.797
45,31.808
46,31.818
47,31.829
48,31.839
49,31.850
50,31.863
51,31.876
52,31.896
53,31.926
54,31.949
55,31.971
56,31.987
57,32.004
58,32.022
59,32.036
60,32.051
61,32.061
62,32.070
63,32.084
64,32.107
65,32.132
66,32.172
67,32.199
68,32.232
69,32.269
70,32.290
71,32.312
72,32.333
73,32.357
74,32.395
75,32.425
76,32.470
77,32.550
78,32.650
79,32.707
80,32.771
81,32.887
82,33.036
83,33.203
84,33.539
85,34.695
86,37.052
87,39.227
88,41.349
89,42.188
90,50.394
91,238.761
92,632.008
93,635.465
94,635.738
95,636.995
96,638.266
97,640.446
98,641.425
99,6846.102
100,7117.594
