Percentage served,Time in ms
0,13.458
1,23.059
2,23.784
3,26.612
4,31.381
5,31.488
6,31.517
7,31.539
8,31.554
9,31.563
10,31.574
11,31.589
12,31.602
13,31.616
14,31.634
15,31.655
16,31.671
17,31.684
18,31.702
19,31.719
20,31.738
21,31.757
22,31.786
23,31.806
24,31.833
25,31.870
26,31.925
27,31.963
28,32.034
29,32.189
30,32.214
31,32.238
32,32.295
33,32.369
34,32.421
35,32.454
36,32.496
37,32.581
38,32.711
39,32.897
40,32.987
41,33.078
42,33.162
43,33.256
44,33.450
45,33.701
46,34.059
47,34.173
48,34.258
49,34.404
50,34.696
51,34.816
52,34.914
53,34.956
54,34.990
55,35.024
56,35.052
57,35.097
58,35.147
59,35.180
60,35.223
61,35.269
62,35.352
63,35.720
64,36.097
65,36.265
66,36.425
67,37.107
68,37.564
69,38.673
70,38.985
71,41.610
72,42.383
73,45.110
74,45.468
75,50.423
76,50.723
77,59.397
78,67.430
79,156.996
80,223.150
81,244.862
82,835.184
83,836.755
84,837.730
85,838.045
86,838.501
87,839.002
88,839.340
89,839.686
90,839.870
91,840.171
92,840.498
93,842.296
94,845.890
95,849.043
96,870.739
97,7690.621
98,13589.511
99,14341.315
100,32678.002
